FM1318orthoCBS1513,Scerevisiae
XP_018222323.1,P53267
XP_018220579.1,P52910
XP_018218897.1,Q03010
XP_018220751.1,Q3E795
XP_018219573.1,P42834
XP_018219619.1,P08465
XP_018223519.1,P18414
XP_018219498.1,Q08754
XP_018221322.1,P08536
XP_018220602.1,Q06287
XP_018223296.1,P38345
XP_018220509.1,Q12396
XP_018220524.1,Q12418
XP_018220739.1,Q06143
XP_018223302.1,P29539
XP_018221921.1,P38844
XP_018221602.1,P22804
XP_018224027.1,P48813
XP_018219308.1,P48439
XP_018218832.1,P38991
XP_018221333.1,P47096
XP_018222944.1,Q12342
XP_018223476.1,P38061
XP_018223591.1,Q12248
XP_018223218.1,P38301
XP_018219414.1,P39744
XP_018220339.1,Q03554
XP_018221827.1,P38773
XP_018221250.1,P47037
XP_018223052.1,P06243
XP_018221129.1,P36169
XP_018219269.1,P38909
XP_018222377.1,P22438
XP_018219272.1,Q12320
XP_018219082.1,P25042
XP_018221698.1,Q12039
XP_018223593.1,Q12185
XP_018221430.1,P47165
XP_018222440.1,P16861
XP_018221922.1,P40422
XP_018223086.1,P38229
XP_018219360.1,P35202
XP_018221722.1,Q08229
XP_018218957.1,P07261
XP_018223219.1,P38302
XP_018221350.1,P00044
XP_018223513.1,P38193
XP_018222702.1,P40025
XP_018218856.1,Q08924
XP_018223832.1,Q05543
XP_018223494.1,Q3E840
XP_018221585.1,Q01852
XP_018218891.1,Q12080
XP_018223137.1,P38260
XP_018223113.1,P38086
XP_018220737.1,Q06139
XP_018223356.1,P11709
XP_018221505.1,P40476
XP_018222585.1,P19955
XP_018223333.1,P25375
XP_018220322.1,P48524
XP_018221295.1,P40992
XP_018222468.1,P53327
XP_018220587.1,P35200
XP_018223813.1,Q05580
XP_018220247.1,P20437
XP_018220972.1,P36010
XP_018219116.1,Q06103
XP_018221470.1,P40454
XP_018221696.1,Q12109
XP_018218973.1,P33300
XP_018221970.1,P38880
XP_018222113.1,P38633
XP_018223833.1,Q05549
XP_018223922.1,Q04149
XP_018221177.1,P46997
XP_018219085.1,Q12214
XP_018220446.1,P07272
XP_018222072.1,Q02199
XP_018221897.1,P38823
XP_018219929.1,P53745
XP_018219633.1,P53846
XP_018220578.1,P54072
XP_018222256.1,P14681
XP_018221412.1,Q3E743
XP_018218834.1,Q08960
XP_018224051.1,P39708
XP_018222132.1,P53141
XP_018221565.1,P40187
XP_018220257.1,Q03648
XP_018222393.1,P41695
XP_018220478.1,Q12209
XP_018218846.1,Q08931
XP_018221759.1,Q08176
XP_018220929.1,P28707
XP_018222148.1,P32435
XP_018219282.1,Q08422
XP_018220435.1,Q07897
XP_018222603.1,P39981
XP_018224050.1,P39712
XP_018221613.1,P40566
XP_018222383.1,P53297
XP_018223042.1,P54199
XP_018223251.1,P38319
XP_018222406.1,P13259
XP_018220086.1,P36516
XP_018222555.1,P34756
XP_018219539.1,P40987
XP_018220752.1,P23561
XP_018219204.1,P38735
XP_018223708.1,P08153
XP_018222424.1,P50078
XP_018222384.1,P53298
XP_018222818.1,P10356
XP_018223413.1,P0CY07
XP_018221042.1,Q02204
XP_018220362.1,P40302
XP_018220063.1,P0CF17
XP_018219951.1,P25297
XP_018220398.1,P21801
XP_018218929.1,P15179
XP_018222520.1,P40204
XP_018221273.1,P47047
XP_018219161.1,P06738
XP_018218843.1,Q08952
XP_018224105.1,P39702
XP_018222911.1,P17255
XP_018221568.1,P40530
XP_018222350.1,P33336
XP_018223349.1,P25567
XP_018219250.1,P07347
XP_018220008.1,P23248
XP_018222629.1,P32628
XP_018219354.1,P28241
XP_018220872.1,P07149
XP_018220826.1,Q06204
XP_018219339.1,Q12196
XP_018223374.1,P25587
XP_018220784.1,P04039
XP_018221985.1,P38890
XP_018219758.1,P53920
XP_018223900.1,Q06340
XP_018221803.1,P32792
XP_018223910.1,Q06390
XP_018221317.1,Q3E827
XP_018223245.1,P38315
XP_018222705.1,P18494
XP_018220834.1,Q06179
XP_018223247.1,P32327
XP_018221329.1,P22696
XP_018221570.1,P40532
XP_018223608.1,P14843
XP_018220487.1,P32353
XP_018221917.1,P38841
XP_018221907.1,P38833
XP_018222756.1,P40059
XP_018224012.1,Q03419
XP_018223729.1,P11075
XP_018222224.1,P53201
XP_018223410.1,P25332
XP_018219353.1,Q12128
XP_018221620.1,P40570
XP_018223732.1,P07250
XP_018221647.1,Q12333
XP_018223179.1,P38120
XP_018222376.1,P53037
XP_018220344.1,P00729
XP_018219058.1,P32288
XP_018219764.1,P53924
XP_018222969.1,Q07533
XP_018222904.1,Q12063
XP_018222097.1,P53118
XP_018222738.1,P21524
XP_018222725.1,P40037
XP_018221605.1,P40559
XP_018219157.1,Q06451
XP_018221465.1,P40452
XP_018222767.1,P38620
XP_018223875.1,Q06683
XP_018220489.1,P37291
XP_018221919.1,P38842
XP_018222371.1,P32893
XP_018221402.1,P38627
XP_018222064.1,P40956
XP_018223714.1,P14832
XP_018220536.1,Q12090
XP_018223688.1,Q04608
XP_018221604.1,Q3E7Z5
XP_018219620.1,P53838
XP_018220064.1,P32939
XP_018222680.1,P40013
XP_018219491.1,Q08745
XP_018221622.1,P40572
XP_018219123.1,Q06108
XP_018222535.1,P31115
XP_018219072.1,P11632
XP_018219153.1,Q06524
XP_018222190.1,P53185
XP_018222288.1,P48363
XP_018219499.1,Q08760
XP_018220406.1,Q07830
XP_018223605.1,Q12335
XP_018220439.1,Q07913
XP_018221751.1,Q08206
XP_018221013.1,P09798
XP_018220442.1,Q07921
XP_018220226.1,P35209
XP_018218836.1,P29295
XP_018223799.1,P40314
XP_018222497.1,P43558
XP_018219664.1,P53863
XP_018219438.1,Q01919
XP_018219080.1,Q12178
XP_018219253.1,P38910
XP_018222159.1,P19807
XP_018219572.1,P33760
XP_018223201.1,P38292
XP_018221328.1,P39522
XP_018223899.1,Q06339
XP_018223044.1,Q12100
XP_018221152.1,P39516
XP_018222772.1,P40063
XP_018222934.1,P06784
XP_018220685.1,Q05863
XP_018219618.1,P53836
XP_018223470.1,P38167
XP_018221593.1,P40550
XP_018218991.1,P19657
XP_018219410.1,P25270
XP_018221861.1,P38799
XP_018219909.1,P53735
XP_018223622.1,P32325
XP_018219374.1,P17558
XP_018220050.1,P26570
XP_018222152.1,P53154
XP_018223921.1,P32324
XP_018218905.1,Q03029
XP_018221865.1,P38801
XP_018222218.1,P38929
XP_018223585.1,P38222
XP_018222325.1,P53270
XP_018219678.1,P40157
XP_018221966.1,P29704
XP_018218997.1,P32580
XP_018222292.1,P35180
XP_018219095.1,Q06817
XP_018220973.1,Q2V2P2
XP_018223249.1,P32473
XP_018223757.1,Q03954
XP_018221034.1,P28778
XP_018222665.1,P29952
XP_018219965.1,Q03759
XP_018223784.1,P49367
XP_018222316.1,P41806
XP_018218971.1,Q02784
XP_018220028.1,Q03433
XP_018222994.1,Q12066
XP_018219420.1,P18851
XP_018219015.1,P53600
XP_018223155.1,P32605
XP_018221277.1,P47051
XP_018221636.1,P21826
XP_018220497.1,P32522
XP_018219009.1,P09547
XP_018219852.1,P53970
XP_018220801.1,Q06991
XP_018221867.1,P14693
XP_018221414.1,P47152
XP_018222391.1,P41895
XP_018221877.1,P32465
XP_018220692.1,P46943
XP_018219456.1,Q08692
XP_018223880.1,P21771
XP_018221011.1,Q2V2P3
XP_018223357.1,P25367
XP_018221619.1,P40569
XP_018218927.1,P32589
XP_018221720.1,Q08231
XP_018221253.1,P40360
XP_018223498.1,P34228
XP_018221571.1,P40533
XP_018222433.1,P17442
XP_018223466.1,P24583
XP_018220134.1,Q04779
XP_018221354.1,P06779
XP_018222848.1,P53059
XP_018223889.1,P50273
XP_018222586.1,P30657
XP_018222739.1,P40045
XP_018223204.1,P33754
XP_018220440.1,Q07914
XP_018218867.1,Q12091
XP_018222208.1,P32767
XP_018219112.1,P39521
XP_018219648.1,P53854
XP_018220730.1,Q06132
XP_018222355.1,P37293
XP_018224019.1,Q04377
XP_018221521.1,P08019
XP_018222447.1,P53315
XP_018218844.1,Q08949
XP_018219395.1,Q08558
XP_018222039.1,P51996
XP_018219836.1,P53960
XP_018223756.1,Q03944
XP_018221040.1,Q02202
XP_018223032.1,O75012
XP_018222174.1,P53171
XP_018219399.1,Q08560
XP_018218808.1,Q12143
XP_018219103.1,Q06833
XP_018223901.1,O94742
XP_018221554.1,Q00916
XP_018223689.1,Q04623
XP_018220731.1,P37370
XP_018220864.1,P25296
XP_018220543.1,Q12102
XP_018219684.1,P40161
XP_018219126.1,Q06489
XP_018223495.1,P35183
XP_018219726.1,P53897
XP_018219257.1,Q12433
XP_018221107.1,P36158
XP_018221195.1,P20433
XP_018223826.1,P15442
XP_018221254.1,P40361
XP_018222955.1,Q12516
XP_018219343.1,Q01476
XP_018219152.1,Q12207
XP_018223096.1,P38081
XP_018221982.1,P38888
XP_018223006.1,Q07458
XP_018222813.1,P40090
XP_018221181.1,P21268
XP_018219473.1,Q12256
XP_018223485.1,P38042
XP_018223122.1,P18412
XP_018222551.1,P43593
XP_018221829.1,P38710
XP_018220527.1,Q12347
XP_018221601.1,P40557
XP_018222008.1,P53063
XP_018222639.1,P08067
XP_018220953.1,P36075
XP_018219212.1,P38740
XP_018222341.1,P29340
XP_018219674.1,P11938
XP_018222989.1,Q12377
XP_018219205.1,P10080
XP_018222314.1,P53261
XP_018222602.1,P39980
XP_018219301.1,P41834
XP_018222042.1,P32558
XP_018221477.1,P40458
XP_018222372.1,P17891
XP_018219155.1,Q06449
XP_018219321.1,P27810
XP_018220261.1,Q03654
XP_018219621.1,P53839
XP_018221537.1,P04801
XP_018220135.1,Q04264
XP_018220919.1,P36006
XP_018219702.1,P53875
XP_018222719.1,P10869
XP_018223765.1,P12612
XP_018223561.1,P35196
XP_018220585.1,Q06245
XP_018219128.1,P30283
XP_018220838.1,P41733
XP_018219832.1,P53615
XP_018223134.1,P38256
XP_018222563.1,P43606
XP_018222297.1,P26263
XP_018223611.1,P13587
XP_018224072.1,P00549
XP_018222717.1,P40033
XP_018221474.1,P40457
XP_018222046.1,P53090
XP_018223652.1,P38960
XP_018218806.1,Q12464
XP_018218804.1,P09064
XP_018220673.1,Q06149
XP_018221230.1,P40856
XP_018222242.1,P53214
XP_018220515.1,Q12509
XP_018220456.1,Q07963
XP_018221449.1,P15365
XP_018222281.1,P53046
XP_018222219.1,P53195
XP_018223298.1,P38347
XP_018220906.1,P34078
XP_018220263.1,Q03655
XP_018221226.1,P39677
XP_018223983.1,Q03290
XP_018222519.1,P09624
XP_018223517.1,P38196
XP_018219789.1,P48232
XP_018224057.1,P39718
XP_018220477.1,Q12253
XP_018221235.1,P40310
XP_018221574.1,P40535
XP_018220837.1,P52919
XP_018221686.1,Q08245
XP_018219190.1,P32349
XP_018224044.1,P00128
XP_018220622.1,Q04491
XP_018218855.1,O14464
XP_018223323.1,P40893
XP_018220405.1,Q07834
XP_018220644.1,P17214
XP_018222155.1,P53156
XP_018220566.1,P09368
XP_018220404.1,Q07843
XP_018223287.1,P38338
XP_018220299.1,Q04814
XP_018221093.1,P36145
XP_018219279.1,Q02792
XP_018223913.1,P48360
XP_018220502.1,Q08001
XP_018223474.1,P38172
XP_018222129.1,P53137
XP_018221727.1,Q08227
XP_018220833.1,Q06208
XP_018221555.1,P40188
XP_018222833.1,P39956
XP_018219634.1,P38636
XP_018223355.1,P00815
XP_018222633.1,P39986
XP_018220707.1,Q3E825
XP_018224083.1,P39735
XP_018218915.1,Q02948
XP_018219350.1,Q12486
XP_018221525.1,P40494
XP_018220871.1,P34234
XP_018220880.1,P36048
XP_018223511.1,P38191
XP_018222673.1,P40011
XP_018222274.1,P38972
XP_018223953.1,P32578
XP_018223168.1,P38274
XP_018220699.1,Q05900
XP_018220053.1,Q04228
XP_018221962.1,P38873
XP_018221954.1,P38866
XP_018218917.1,Q02950
XP_018220942.1,P34244
XP_018223633.1,P05756
XP_018219808.1,P51401
XP_018223672.1,Q04549
XP_018221070.1,P36131
XP_018221435.1,P47169
XP_018223844.1,Q06636
XP_018220901.1,P24309
XP_018222253.1,P53223
XP_018221297.1,P47065
XP_018221153.1,P0C0W1
XP_018221678.1,Q12348
XP_018221211.1,P47019
XP_018221400.1,P47141
XP_018219596.1,P07281
XP_018223508.1,P34218
XP_018219043.1,Q12233
XP_018223838.1,Q06630
XP_018221835.1,P38779
XP_018219138.1,P80967
XP_018223141.1,P38263
XP_018223681.1,Q04601
XP_018221660.1,Q08281
XP_018220870.1,P08432
XP_018219601.1,P48564
XP_018223147.1,P16661
XP_018223149.1,P14922
XP_018223160.1,P38089
XP_018220559.1,P16467
XP_018219296.1,P40351
XP_018220785.1,P20795
XP_018218932.1,Q02887
XP_018218859.1,P32945
XP_018223695.1,Q03899
XP_018221544.1,P20050
XP_018219397.1,P33330
XP_018218870.1,P14284
XP_018223588.1,Q99359
XP_018221125.1,P36168
XP_018219083.1,Q99344
XP_018219716.1,P53890
XP_018220848.1,P00937
XP_018221812.1,P18962
XP_018220868.1,P34232
XP_018219121.1,P06197
XP_018220318.1,Q99315
XP_018223381.1,P25349
XP_018222405.1,P42936
XP_018221071.1,P36132
XP_018223389.1,P25615
XP_018223002.1,P05318
XP_018220124.1,Q04746
XP_018222802.1,P40083
XP_018221986.1,P38891
XP_018224060.1,P39720
XP_018223469.1,P38166
XP_018220424.1,Q07800
XP_018222295.1,P0C0W9
XP_018221956.1,Q03558
XP_018220989.1,P35736
XP_018220494.1,Q12144
XP_018219443.1,Q08645
XP_018219784.1,P53934
XP_018222336.1,P53276
XP_018223663.1,Q03833
XP_018220306.1,P38912
XP_018219013.1,Q12754
XP_018219222.1,P33413
XP_018223408.1,P25358
XP_018221054.1,P36115
XP_018223263.1,P21372
XP_018221228.1,P42951
XP_018222310.1,P53038
XP_018221621.1,P40571
XP_018221403.1,P00445
XP_018223916.1,Q3E785
XP_018220603.1,Q06315
XP_018221866.1,P38691
XP_018220542.1,Q12500
XP_018222055.1,P41833
XP_018222729.1,Q12119
XP_018223775.1,P04911
XP_018218837.1,P06245
XP_018221341.1,P47107
XP_018220952.1,P33324
XP_018219038.1,Q12531
XP_018221357.1,P46973
XP_018223282.1,P38335
XP_018223154.1,P02994
XP_018223139.1,P38262
XP_018219202.1,P03874
XP_018221431.1,P47166
XP_018222755.1,P52870
XP_018219010.1,P53686
XP_018221699.1,P40339
XP_018220966.1,P36084
XP_018219971.1,Q04199
XP_018220480.1,Q12110
XP_018219092.1,Q06813
XP_018221454.1,P35497
XP_018221886.1,P38715
XP_018222851.1,P38158
XP_018222436.1,P50088
XP_018221043.1,Q02205
XP_018218813.1,O13297
XP_018223136.1,P38257
XP_018220846.1,P36037
XP_018221503.1,P23250
XP_018224030.1,Q04406
XP_018219086.1,Q12074
XP_018221441.1,P46971
XP_018219613.1,P53832
XP_018221100.1,P36151
XP_018219550.1,P06776
XP_018222478.1,P15703
XP_018222976.1,Q12513
XP_018222356.1,P24000
XP_018220165.1,Q04439
XP_018223034.1,P10849
XP_018220194.1,P40210
XP_018223065.1,Q03441
XP_018219818.1,P04840
XP_018221176.1,P46996
XP_018219644.1,P53583
XP_018219497.1,O14467
XP_018221506.1,P07172
XP_018221413.1,P47150
XP_018219464.1,Q08729
XP_018222524.1,P43579
XP_018219219.1,P38700
XP_018222357.1,P48236
XP_018223286.1,P38337
XP_018221201.1,P10566
XP_018223590.1,Q03937
XP_018223735.1,P32494
XP_018218956.1,P46961
XP_018220630.1,Q05791
XP_018221532.1,P40501
XP_018219469.1,P39946
XP_018219415.1,P22276
XP_018223307.1,P38149
XP_018223917.1,Q06408
XP_018219096.1,Q06819
XP_018220078.1,P53438
XP_018222441.1,P53309
XP_018222053.1,Q2V2P6
XP_018220337.1,Q03532
XP_018222252.1,P53222
XP_018219191.1,P07257
XP_018223713.1,Q03769
XP_018219650.1,P33338
XP_018223782.1,Q04947
XP_018221669.1,Q12222
XP_018223365.1,P25374
XP_018218931.1,Q02884
XP_018223834.1,P32916
XP_018220698.1,Q05899
XP_018221348.1,P47112
XP_018219592.1,P21965
XP_018219962.1,Q03758
XP_018221816.1,P38767
XP_018223030.1,P20604
XP_018221839.1,P38782
XP_018222718.1,P40034
XP_018222683.1,P40015
XP_018219040.1,P32601
XP_018222073.1,P45818
XP_018220936.1,P34252
XP_018222495.1,P43557
XP_018219320.1,P20676
XP_018220029.1,Q03697
XP_018222752.1,P40058
XP_018219132.1,Q06494
XP_018221308.1,P08678
XP_018219750.1,P49334
XP_018223033.1,P38913
XP_018223028.1,P50112
XP_018223527.1,P38066
XP_018220304.1,Q04847
XP_018220279.1,P12868
XP_018220231.1,Q03233
XP_018220016.1,Q04969
XP_018218953.1,Q02753
XP_018221662.1,Q12471
XP_018222381.1,P32476
XP_018220267.1,Q03661
XP_018220476.1,P46675
XP_018221823.1,P38694
XP_018221745.1,Q08214
XP_018220583.1,Q06236
XP_018220402.1,Q07845
XP_018220598.1,Q06263
XP_018221410.1,P47148
XP_018220224.1,Q03218
XP_018219622.1,P53840
XP_018222164.1,P53163
XP_018219956.1,Q03735
XP_018220227.1,Q03220
XP_018219663.1,P23202
XP_018220174.1,P54074
XP_018219699.1,P11927
XP_018222496.1,P07283
XP_018221573.1,P40534
XP_018222369.1,P53290
XP_018223385.1,P25343
XP_018219386.1,Q12246
XP_018220935.1,P14064
XP_018220852.1,P36039
XP_018219068.1,P08425
XP_018222637.1,P39990
XP_018220869.1,P34233
XP_018224032.1,Q04408
XP_018223064.1,Q03435
XP_018220805.1,P20051
XP_018219666.1,P53866
XP_018219638.1,P53849
XP_018223786.1,Q03778
XP_018222915.1,Q12301
XP_018221784.1,P20052
XP_018219703.1,P22211
XP_018220895.1,P38711
XP_018219985.1,P54783
XP_018223576.1,P04385
XP_018219669.1,P41812
XP_018223877.1,Q05471
XP_018222907.1,P54860
XP_018219129.1,P40851
XP_018219421.1,Q99314
XP_018221118.1,P36165
XP_018218934.1,Q02889
XP_018219295.1,Q08471
XP_018218882.1,P28743
XP_018219017.1,P22516
XP_018219381.1,Q12125
XP_018219044.1,Q12482
XP_018222232.1,P53204
XP_018222521.1,P43577
XP_018220129.1,P54785
XP_018219537.1,P15380
XP_018220780.1,O13547
XP_018221097.1,P36148
XP_018222773.1,P40064
XP_018222471.1,P46677
XP_018219113.1,Q06096
XP_018223393.1,P23060
XP_018220005.1,Q04658
XP_018220887.1,P36051
XP_018219947.1,Q03124
XP_018222565.1,P38989
XP_018220189.1,P40208
XP_018220836.1,Q06199
XP_018223029.1,Q07351
XP_018220396.1,P23900
XP_018219980.1,Q04500
XP_018220407.1,Q07825
XP_018223097.1,P38236
XP_018221983.1,P11792
XP_018219680.1,P16523
XP_018220308.1,P38430
XP_018222128.1,P53136
XP_018220193.1,P38615
XP_018222930.1,P04819
XP_018222560.1,P38635
XP_018220949.1,P28321
XP_018219957.1,P13090
XP_018222315.1,P32585
XP_018222311.1,P53258
XP_018223236.1,P38130
XP_018219178.1,P20053
XP_018222439.1,P50091
XP_018223101.1,P32833
XP_018222822.1,P40093
XP_018221200.1,Q3E7A3
XP_018222792.1,P40078
XP_018223060.1,P35182
XP_018222267.1,P53235
XP_018222229.1,P33412
XP_018222009.1,P46655
XP_018222126.1,P53135
XP_018221044.1,Q02206
XP_018220884.1,P36004
XP_018221296.1,P47064
XP_018221133.1,P40442
XP_018223300.1,P38349
XP_018221193.1,P39515
XP_018221534.1,P40504
XP_018223116.1,P38247
XP_018222701.1,P40024
XP_018223874.1,P49018
XP_018221365.1,P40354
XP_018219677.1,P40156
XP_018219762.1,P53550
XP_018223235.1,P38139
XP_018222095.1,P53117
XP_018224071.1,P06182
XP_018219914.1,P07390
XP_018222648.1,P40975
XP_018222985.1,P39009
XP_018219510.1,P09937
XP_018220564.1,P42900
XP_018221069.1,P36130
XP_018221386.1,P47133
XP_018220131.1,Q02486
XP_018219218.1,P21957
XP_018220516.1,Q12267
XP_018218871.1,Q12092
XP_018221498.1,P40471
XP_018222974.1,Q07527
XP_018223870.1,Q06681
XP_018219566.1,Q08902
XP_018219376.1,Q99189
XP_018219854.1,P53972
XP_018219120.1,Q06106
XP_018222899.1,Q12407
XP_018220157.1,Q03162
XP_018222327.1,P48837
XP_018221512.1,P40482
XP_018221944.1,P33334
XP_018224031.1,P17695
XP_018219881.1,P33308
XP_018223755.1,Q03942
XP_018222131.1,P53140
XP_018220787.1,P35207
XP_018221332.1,P47095
XP_018221960.1,P38871
XP_018219304.1,Q08492
XP_018222299.1,P06115
XP_018219943.1,Q03103
XP_018220783.1,Q06032
XP_018223853.1,P32776
XP_018223668.1,Q03862
XP_018220054.1,P54837
XP_018223370.1,P25554
XP_018223193.1,P38287
XP_018219575.1,P42836
XP_018219790.1,P40850
XP_018219559.1,P32864
XP_018222699.1,P40022
XP_018221742.1,Q08220
XP_018221578.1,P40537
XP_018223464.1,P38162
XP_018221271.1,P00360
XP_018221055.1,P36116
XP_018221020.1,P30902
XP_018220155.1,Q03153
XP_018218900.1,Q03020
XP_018221939.1,P38856
XP_018220032.1,P15274
XP_018221553.1,P40518
XP_018224101.1,P18411
XP_018222407.1,P42937
XP_018220775.1,Q06708
XP_018221774.1,Q08108
XP_018223545.1,P16892
XP_018221392.1,P21190
XP_018219561.1,Q08887
XP_018219806.1,P26785
XP_018221203.1,P07259
XP_018222980.1,P07269
XP_018220316.1,P53437
